Product_ID,Category,Material,Season,Price,Discount_Percentage,Customer_Rating,Stock_Level,Units_Sold,Return_Rate,Customer_Age,Region,Size,Production_Cost,Revenue
P10000,Sweater,Denim,Winter,0.9055162840648905,0.524,0.8399999999999999,0.3619631901840491,0.2860169491525424,0.3543970510795156,0.1951219512195122,East,S,0.6446105202644437,0.5735631455145418
P10001,Trousers,Wool,Summer,0.4117946485092231,0.022000000000000002,0.28000000000000025,0.29243353783231085,0.48940677966101687,0.3543970510795156,0.43902439024390244,North,S,0.3642857142857142,0.3835064941765587
P10002,Dress,Linen,Spring,0.530562344300656,0.716,0.6000000000000001,0.6687116564417179,0.5063559322033897,0.30963665086887837,0.4634146341463415,North,XL,0.3828351058733352,0.3327398417084462
P10003,Sweater,Denim,Winter,0.7190077601655332,0.11,0.9199999999999999,0.7505112474437629,0.3707627118644068,0.764612954186414,0.6585365853658538,South,XL,0.4674571236945482,0.603793712769104
P10004,Jeans,Cotton,Winter,0.3855788944913533,0.79,0.08000000000000007,0.6257668711656442,0.40466101694915246,0.6898367561874672,0.7560975609756098,Central,S,0.4638545559068697,0.22204864299625807
P10005,Hoodie,Wool,Spring,0.3101125444461591,0.168,0.52,0.8139059304703478,0.5063559322033897,0.3417588204318062,0.8048780487804879,South,M,0.6389048577177349,0.2719944384531374
P10006,Dress,Linen,Spring,0.5485108765144763,0.34600000000000003,0.44000000000000017,0.17995910020449898,0.4555084745762712,0.14639283833596628,0.3658536585365854,East,M,0.5242358915397145,0.42444759339468574
P10007,Dress,Cotton,Summer,0.16173402221599342,0.762,0.52,0.4867075664621677,0.5911016949152543,0.5186940494997367,0.902439024390244,West,L,0.5964645012934751,0.10929505716679214
P10008,Sweater,Cotton,Autumn,0.4461610958714281,0.9540000000000001,0.52,0.07566462167689163,0.48940677966101687,0.9194312796208532,0.39024390243902446,North,L,0.7081057775222763,0.23279090093943625
P10009,Shirt,Cotton,Winter,0.5468668804071567,0.37200000000000005,0.40000000000000013,0.736196319018405,0.7097457627118642,0.12374934175882045,0.2439024390243903,West,L,0.3856136820925553,0.4668644343682005
P10010,Jeans,Cotton,Autumn,0.44955301887446103,0.8300000000000001,0.08000000000000007,0.15950920245398773,0.5911016949152543,0.7535545023696684,0.07317073170731708,South,M,0.7095717160103476,0.2705911033705343
P10011,Sweater,Denim,Winter,0.20890600247544244,0.19,0.08000000000000007,0.703476482617587,0.48940677966101687,0.5997893628225384,0.9512195121951221,South,L,0.5054134329788252,0.1812075587506106
P10012,Jeans,Rayon,Summer,0.8018091043370632,0.8079999999999999,0.040000000000000036,0.6666666666666667,0.5911016949152543,0.5887309110057926,0.9512195121951221,North,S,0.170465651049152,0.48184931652962726
P10013,Jeans,Denim,Spring,0.520128323029488,0.658,0.40000000000000013,0.7055214723926382,0.48940677966101687,0.93522906793049,1.0,South,M,0.5352256395515952,0.33729325153934253
P10014,Hoodie,Denim,Summer,0.7710014991228871,0.192,0.72,0.5132924335378324,0.23516949152542366,0.956292785676672,0.4146341463414634,West,M,0.3023186739484526,0.5779564619346289
P10015,Dress,Linen,Spring,0.4514269224833789,0.302,0.20000000000000018,0.6687116564417179,0.5741525423728815,0.243812532912059,0.12195121951219517,South,L,0.3114688128772635,0.3788548305495336
P10016,Trousers,Linen,Autumn,0.3342717286209644,0.132,0.6399999999999999,0.9509202453987732,0.5911016949152543,0.8088467614533966,0.7560975609756098,West,S,0.35821117179266065,0.3093776389739297
P10017,Hoodie,Rayon,Autumn,0.5514303868429921,0.38200000000000006,0.6800000000000002,0.30265848670756645,0.9809322033898304,0.6213796735123751,0.09756097560975613,East,S,0.4906486538277282,0.5213540400046
